,Dataset,Interestingness,HPO,Method,Score,Hyperparams,Duration
1,square5,naive_avg,Optunity,BINARY,0.0658539790203285,"[('HDBSCAN', {'min_cluster_size': 18.3331640625}), ('HDBSCAN', {'min_cluster_size': 9.209492187499997}), ('HDBSCAN', {'min_cluster_size': 3.4887890625000018}), ('KMeans', {'n_clusters': 17.20032324885976})]",131.18490552902222
2,square5,naive_avg,Optunity,ALG_NUMBER,0.23728729625268,"[('HDBSCAN', {'min_cluster_size': 23.248588570031504}), ('HDBSCAN', {'min_cluster_size': 4.890746303616345})]",44.81998658180237
0,compound,naive_avg,SMAC HPO,FIXED,0.0247951577055097,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 18,
  'HDBSCAN_1_min_cluster_size': 11,
  'HDBSCAN_2_min_cluster_size': 10,
  'HDBSCAN_3_min_cluster_size': 22,
  'HDBSCAN_4_min_cluster_size': 8,
  'KMeans_0_n_clusters': 26,
  'KMeans_1_n_clusters': 21,
  'KMeans_2_n_clusters': 16,
  'KMeans_3_n_clusters': 27,
  'KMeans_4_n_clusters': 9,
  'MeanShift_0_bandwidth': 36.7315931602381,
  'MeanShift_1_bandwidth': 12.0205602359027,
  'MeanShift_2_bandwidth': 0.5402092781849,
  'MeanShift_3_bandwidth': 35.5389339729212,
  'MeanShift_4_bandwidth': 0.7664832772687,
})",132.18984580039978
1,compound,naive_avg,SMAC HPO,BINARY,0.0552394626729471,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 12,
  'HDBSCAN_1_min_cluster_size': 28,
  'HDBSCAN_2_min_cluster_size': 18,
  'HDBSCAN_3_min_cluster_size': 20,
  'HDBSCAN_4_min_cluster_size': 12,
  'KMeans_1_n_clusters': 2,
  'KMeans_2_n_clusters': 23,
  'MeanShift_0_bandwidth': 25.7313220120966,
  'MeanShift_2_bandwidth': 21.045759799052,
})",90.31955099105836
2,compound,naive_avg,SMAC HPO,ALG_NUMBER,0.1372001962196393,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 2,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 18,
  'HDBSCAN_1_min_cluster_size': 27,
  'HDBSCAN_2_min_cluster_size': 4,
  'KMeans_0_n_clusters': 22,
  'KMeans_1_n_clusters': 3,
})",81.48337864875793
0,compound,naive_avg,SMAC BB,FIXED,0.0379254014272183,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 7,
  'HDBSCAN_1_min_cluster_size': 10,
  'HDBSCAN_2_min_cluster_size': 28,
  'HDBSCAN_3_min_cluster_size': 19,
  'HDBSCAN_4_min_cluster_size': 20,
  'KMeans_0_n_clusters': 25,
  'KMeans_1_n_clusters': 15,
  'KMeans_2_n_clusters': 9,
  'KMeans_3_n_clusters': 26,
  'KMeans_4_n_clusters': 24,
  'MeanShift_0_bandwidth': 18.4409101459198,
  'MeanShift_1_bandwidth': 13.3381308908574,
  'MeanShift_2_bandwidth': 23.7037966348231,
  'MeanShift_3_bandwidth': 1.1194962945767,
  'MeanShift_4_bandwidth': 1.3292220961303,
})",165.59263157844543
1,compound,naive_avg,SMAC BB,BINARY,0.1864386018523692,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_1_min_cluster_size': 17,
  'HDBSCAN_4_min_cluster_size': 8,
  'KMeans_0_n_clusters': 21,
  'KMeans_1_n_clusters': 29,
  'KMeans_4_n_clusters': 2,
  'MeanShift_4_bandwidth': 1.4612878503611,
})",115.06997060775755
2,compound,naive_avg,SMAC BB,ALG_NUMBER,0.1028204685795133,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 7,
  'KMeans_0_n_clusters': 30,
  'MeanShift_0_bandwidth': 34.493205540313,
})",96.00560569763184
0,compound,naive_avg,SMAC AC,FIXED,-0.0474399456522917,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 11,
  'HDBSCAN_1_min_cluster_size': 30,
  'HDBSCAN_2_min_cluster_size': 8,
  'HDBSCAN_3_min_cluster_size': 14,
  'HDBSCAN_4_min_cluster_size': 23,
  'KMeans_0_n_clusters': 5,
  'KMeans_1_n_clusters': 4,
  'KMeans_2_n_clusters': 10,
  'KMeans_3_n_clusters': 2,
  'KMeans_4_n_clusters': 12,
  'MeanShift_0_bandwidth': 30.7657048662158,
  'MeanShift_1_bandwidth': 35.8108314311184,
  'MeanShift_2_bandwidth': 5.5644146569661,
  'MeanShift_3_bandwidth': 10.7277769192382,
  'MeanShift_4_bandwidth': 39.9039145492444,
})",104.5142788887024
1,compound,naive_avg,SMAC AC,BINARY,0.1255397100646508,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 16,
  'HDBSCAN_2_min_cluster_size': 17,
  'KMeans_0_n_clusters': 2,
  'KMeans_2_n_clusters': 15,
  'MeanShift_0_bandwidth': 11.0236576459704,
  'MeanShift_1_bandwidth': 25.0654483558024,
})",79.03857493400574
2,compound,naive_avg,SMAC AC,ALG_NUMBER,-0.0140968996485288,"Configuration(values={
  'HDBSCAN': 5,
  'KMeans': 3,
  'MeanShift': 3,
  'HDBSCAN_0_min_cluster_size': 28,
  'HDBSCAN_1_min_cluster_size': 14,
  'HDBSCAN_2_min_cluster_size': 28,
  'HDBSCAN_3_min_cluster_size': 6,
  'HDBSCAN_4_min_cluster_size': 29,
  'KMeans_0_n_clusters': 18,
  'KMeans_1_n_clusters': 19,
  'KMeans_2_n_clusters': 16,
  'MeanShift_0_bandwidth': 27.5464024107241,
  'MeanShift_1_bandwidth': 1.5478596883882,
  'MeanShift_2_bandwidth': 34.7623164514553,
})",75.23119163513184
0,compound,naive_avg,BOHB,FIXED,0.0693997910946517,"[('HDBSCAN', {'min_cluster_size': 4}), ('HDBSCAN', {'min_cluster_size': 19}), ('HDBSCAN', {'min_cluster_size': 2}), ('HDBSCAN', {'min_cluster_size': 19}), ('HDBSCAN', {'min_cluster_size': 25}), ('KMeans', {'n_clusters': 20}), ('KMeans', {'n_clusters': 24}), ('KMeans', {'n_clusters': 18}), ('KMeans', {'n_clusters': 25}), ('KMeans', {'n_clusters': 25}), ('MeanShift', {'bandwidth': 25.67981881503678}), ('MeanShift', {'bandwidth': 15.780644856929946}), ('MeanShift', {'bandwidth': 42.82091067761518}), ('MeanShift', {'bandwidth': 45.136249453013384}), ('MeanShift', {'bandwidth': 29.630285922803232})]",113.04348635673524
1,compound,naive_avg,BOHB,BINARY,0.2319047099732376,"[('KMeans', {'n_clusters': 16}), ('KMeans', {'n_clusters': 7}), ('MeanShift', {'bandwidth': 28.92938212425418}), ('MeanShift', {'bandwidth': 31.09584413540736}), ('MeanShift', {'bandwidth': 21.962844271605352})]",78.58316588401794
2,compound,naive_avg,BOHB,ALG_NUMBER,0.2036344974979748,"[('MeanShift', {'bandwidth': 43.94876151857556}), ('MeanShift', {'bandwidth': 47.00488438009673}), ('MeanShift', {'bandwidth': 40.57911727921741})]",78.12621188163757
0,compound,naive_avg,Optunity,FIXED,-0.01017951479574,"[('HDBSCAN', {'min_cluster_size': 8.823473022426988}), ('HDBSCAN', {'min_cluster_size': 19.862321476572948}), ('HDBSCAN', {'min_cluster_size': 11.297625645199998}), ('HDBSCAN', {'min_cluster_size': 13.651816406249996}), ('HDBSCAN', {'min_cluster_size': 11.576503906250002}), ('KMeans', {'n_clusters': 24.216672718333548}), ('KMeans', {'n_clusters': 18.577421875}), ('KMeans', {'n_clusters': 13.194390762600067}), ('KMeans', {'n_clusters': 13.67233981962947}), ('KMeans', {'n_clusters': 15.244852222646633}), ('MeanShift', {'bandwidth': 27.282111928220814}), ('MeanShift', {'bandwidth': 31.79205783011273}), ('MeanShift', {'bandwidth': 5.385306640625003}), ('MeanShift', {'bandwidth': 12.12887182681618}), ('MeanShift', {'bandwidth': 12.553237052026816})]",210.515029668808
1,compound,naive_avg,Optunity,BINARY,0.241758810100498,"[('HDBSCAN', {'min_cluster_size': 11.331660176222904}), ('KMeans', {'n_clusters': 19.647675180458858})]",71.61519527435303
2,compound,naive_avg,Optunity,ALG_NUMBER,0.0985927902822426,"[('HDBSCAN', {'min_cluster_size': 3.4905516127155876}), ('MeanShift', {'bandwidth': 8.276525253308666}), ('MeanShift', {'bandwidth': 12.44167408775062}), ('MeanShift', {'bandwidth': 3.138648277605032}), ('MeanShift', {'bandwidth': 34.36590598691861})]",51.33288049697876
0,shapes,naive_avg,SMAC HPO,FIXED,-0.0825563944457239,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 4,
  'HDBSCAN_1_min_cluster_size': 13,
  'HDBSCAN_2_min_cluster_size': 14,
  'HDBSCAN_3_min_cluster_size': 28,
  'HDBSCAN_4_min_cluster_size': 3,
  'KMeans_0_n_clusters': 10,
  'KMeans_1_n_clusters': 6,
  'KMeans_2_n_clusters': 4,
  'KMeans_3_n_clusters': 27,
  'KMeans_4_n_clusters': 25,
  'MeanShift_0_bandwidth': 32.7575960155726,
  'MeanShift_1_bandwidth': 7.8746092712218,
  'MeanShift_2_bandwidth': 45.1065040830875,
  'MeanShift_3_bandwidth': 36.0142706782077,
  'MeanShift_4_bandwidth': 0.6349347961342,
})",188.983323097229
1,shapes,naive_avg,SMAC HPO,BINARY,0.1329547872166382,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 4,
  'HDBSCAN_1_min_cluster_size': 23,
  'HDBSCAN_2_min_cluster_size': 21,
  'HDBSCAN_3_min_cluster_size': 13,
  'HDBSCAN_4_min_cluster_size': 25,
  'KMeans_3_n_clusters': 29,
  'MeanShift_1_bandwidth': 0.2816937083378,
})",111.39950013160706
2,shapes,naive_avg,SMAC HPO,ALG_NUMBER,0.3322262748721331,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 29,
  'KMeans_0_n_clusters': 26,
})",92.43653440475464
0,shapes,naive_avg,SMAC BB,FIXED,0.0217074244542737,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 30,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 1,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 12,
  'KMeans_2_n_clusters': 10,
  'KMeans_3_n_clusters': 2,
  'KMeans_4_n_clusters': 14,
  'MeanShift_0_bandwidth': 0.1047823389872,
  'MeanShift_1_bandwidth': 0.1213279321399,
  'MeanShift_2_bandwidth': 41.6520510945971,
  'MeanShift_3_bandwidth': 49.9893264054827,
  'MeanShift_4_bandwidth': 0.1047434082219,
})",202.83434081077576
1,shapes,naive_avg,SMAC BB,BINARY,0.1682521696716734,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 6,
  'HDBSCAN_2_min_cluster_size': 2,
  'HDBSCAN_4_min_cluster_size': 7,
  'KMeans_2_n_clusters': 9,
  'KMeans_3_n_clusters': 21,
  'MeanShift_2_bandwidth': 0.1060872784633,
})",136.2916100025177
2,shapes,naive_avg,SMAC BB,ALG_NUMBER,0.2708338193069982,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 0,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 20,
  'HDBSCAN_2_min_cluster_size': 14,
})",111.21644926071168
0,shapes,naive_avg,SMAC AC,FIXED,-0.0987615129816781,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 4,
  'HDBSCAN_1_min_cluster_size': 13,
  'HDBSCAN_2_min_cluster_size': 26,
  'HDBSCAN_3_min_cluster_size': 18,
  'HDBSCAN_4_min_cluster_size': 15,
  'KMeans_0_n_clusters': 2,
  'KMeans_1_n_clusters': 4,
  'KMeans_2_n_clusters': 4,
  'KMeans_3_n_clusters': 15,
  'KMeans_4_n_clusters': 19,
  'MeanShift_0_bandwidth': 8.9480459236176,
  'MeanShift_1_bandwidth': 41.8430882946317,
  'MeanShift_2_bandwidth': 7.2786481073191,
  'MeanShift_3_bandwidth': 8.2501968438608,
  'MeanShift_4_bandwidth': 10.9667453609592,
})",126.94244694709778
1,shapes,naive_avg,SMAC AC,BINARY,0.0120834566148583,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.True_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 24,
  'HDBSCAN_2_min_cluster_size': 20,
  'HDBSCAN_3_min_cluster_size': 12,
  'HDBSCAN_4_min_cluster_size': 14,
  'KMeans_0_n_clusters': 21,
  'KMeans_2_n_clusters': 28,
  'MeanShift_2_bandwidth': 16.1007248594909,
  'MeanShift_3_bandwidth': 28.3385174579799,
})",102.11292505264282
2,shapes,naive_avg,SMAC AC,ALG_NUMBER,-0.0250331427413105,"Configuration(values={
  'HDBSCAN': 5,
  'KMeans': 1,
  'MeanShift': 3,
  'HDBSCAN_0_min_cluster_size': 21,
  'HDBSCAN_1_min_cluster_size': 29,
  'HDBSCAN_2_min_cluster_size': 21,
  'HDBSCAN_3_min_cluster_size': 10,
  'HDBSCAN_4_min_cluster_size': 20,
  'KMeans_0_n_clusters': 2,
  'MeanShift_0_bandwidth': 14.4219782880366,
  'MeanShift_1_bandwidth': 13.3896426721486,
  'MeanShift_2_bandwidth': 33.2940120784233,
})",98.7675120830536
0,shapes,naive_avg,BOHB,FIXED,-0.0374750442197917,"[('HDBSCAN', {'min_cluster_size': 23}), ('HDBSCAN', {'min_cluster_size': 2}), ('HDBSCAN', {'min_cluster_size': 21}), ('HDBSCAN', {'min_cluster_size': 3}), ('HDBSCAN', {'min_cluster_size': 4}), ('KMeans', {'n_clusters': 14}), ('KMeans', {'n_clusters': 14}), ('KMeans', {'n_clusters': 12}), ('KMeans', {'n_clusters': 7}), ('KMeans', {'n_clusters': 20}), ('MeanShift', {'bandwidth': 48.2183440135999}), ('MeanShift', {'bandwidth': 31.03864750365281}), ('MeanShift', {'bandwidth': 32.50549232057139}), ('MeanShift', {'bandwidth': 17.894581196352227}), ('MeanShift', {'bandwidth': 34.71483964759029})]",140.1273591518402
1,shapes,naive_avg,BOHB,BINARY,0.0842779549173063,"[('KMeans', {'n_clusters': 6}), ('KMeans', {'n_clusters': 15}), ('MeanShift', {'bandwidth': 49.54907932983197}), ('MeanShift', {'bandwidth': 39.99630175526139}), ('MeanShift', {'bandwidth': 42.46225948774896})]",99.66746401786804
2,shapes,naive_avg,BOHB,ALG_NUMBER,0.1788879102838953,"[('KMeans', {'n_clusters': 13}), ('KMeans', {'n_clusters': 15}), ('KMeans', {'n_clusters': 15}), ('KMeans', {'n_clusters': 15}), ('MeanShift', {'bandwidth': 5.575450062306749}), ('MeanShift', {'bandwidth': 11.096550312923663}), ('MeanShift', {'bandwidth': 7.305488488074027}), ('MeanShift', {'bandwidth': 19.51632132002245})]",99.69755268096924
0,shapes,naive_avg,Optunity,FIXED,-0.0236119737008885,"[('HDBSCAN', {'min_cluster_size': 21.612038653621468}), ('HDBSCAN', {'min_cluster_size': 19.37900317708445}), ('HDBSCAN', {'min_cluster_size': 20.06620549603131}), ('HDBSCAN', {'min_cluster_size': 7.293070765363706}), ('HDBSCAN', {'min_cluster_size': 29.296552793104947}), ('KMeans', {'n_clusters': 17.613549448475826}), ('KMeans', {'n_clusters': 19.629966585415524}), ('KMeans', {'n_clusters': 23.574432417497416}), ('KMeans', {'n_clusters': 2.8158201445861812}), ('KMeans', {'n_clusters': 10.018793813730525}), ('MeanShift', {'bandwidth': 0.46699901737582206}), ('MeanShift', {'bandwidth': 43.42940005339938}), ('MeanShift', {'bandwidth': 1.215082574118651}), ('MeanShift', {'bandwidth': 14.667122887797985}), ('MeanShift', {'bandwidth': 20.304054550390536})]",186.53998184204104
1,shapes,naive_avg,Optunity,BINARY,0.3248008711772709,"[('HDBSCAN', {'min_cluster_size': 11.837508470851708}), ('KMeans', {'n_clusters': 25.580648470697156})]",135.48684406280518
2,shapes,naive_avg,Optunity,ALG_NUMBER,0.081468023985667,"[('HDBSCAN', {'min_cluster_size': 12.04256520002701}), ('HDBSCAN', {'min_cluster_size': 5.99402550663354}), ('HDBSCAN', {'min_cluster_size': 7.712675279256873}), ('KMeans', {'n_clusters': 11.045788449745416}), ('KMeans', {'n_clusters': 19.627035521158884}), ('MeanShift', {'bandwidth': 41.86302246400938}), ('MeanShift', {'bandwidth': 1.8676297257838872})]",113.70512700080872
0,hepta,naive_avg,SMAC HPO,FIXED,-0.0190811374810848,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 19,
  'HDBSCAN_1_min_cluster_size': 23,
  'HDBSCAN_2_min_cluster_size': 26,
  'HDBSCAN_3_min_cluster_size': 29,
  'HDBSCAN_4_min_cluster_size': 19,
  'KMeans_0_n_clusters': 25,
  'KMeans_1_n_clusters': 4,
  'KMeans_2_n_clusters': 2,
  'KMeans_3_n_clusters': 3,
  'KMeans_4_n_clusters': 19,
  'MeanShift_0_bandwidth': 19.9726479337551,
  'MeanShift_1_bandwidth': 2.7260080183856,
  'MeanShift_2_bandwidth': 29.2544472174719,
  'MeanShift_3_bandwidth': 39.6098324839957,
  'MeanShift_4_bandwidth': 6.6017674861476,
})",112.63968515396118
1,hepta,naive_avg,SMAC HPO,BINARY,0.148552376970334,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 13,
  'HDBSCAN_2_min_cluster_size': 28,
  'KMeans_4_n_clusters': 30,
  'MeanShift_1_bandwidth': 34.0999301682226,
})",76.7171585559845
2,hepta,naive_avg,SMAC HPO,ALG_NUMBER,0.1359513146499993,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 17,
  'HDBSCAN_1_min_cluster_size': 20,
  'KMeans_0_n_clusters': 26,
  'MeanShift_0_bandwidth': 33.7015760051242,
})",68.69188070297241
0,hepta,naive_avg,SMAC BB,FIXED,-0.0115162530630297,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 14,
  'HDBSCAN_1_min_cluster_size': 23,
  'HDBSCAN_2_min_cluster_size': 15,
  'HDBSCAN_3_min_cluster_size': 14,
  'HDBSCAN_4_min_cluster_size': 7,
  'KMeans_0_n_clusters': 5,
  'KMeans_1_n_clusters': 9,
  'KMeans_2_n_clusters': 4,
  'KMeans_3_n_clusters': 12,
  'KMeans_4_n_clusters': 25,
  'MeanShift_0_bandwidth': 17.2525544804949,
  'MeanShift_1_bandwidth': 16.0333573206777,
  'MeanShift_2_bandwidth': 0.323736984343,
  'MeanShift_3_bandwidth': 44.7858571662892,
  'MeanShift_4_bandwidth': 17.5322259541224,
})",137.46936511993408
1,hepta,naive_avg,SMAC BB,BINARY,0.1411251658814653,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 12,
  'KMeans_3_n_clusters': 4,
  'KMeans_4_n_clusters': 17,
  'MeanShift_4_bandwidth': 28.77286057685,
})",96.1368327140808
2,hepta,naive_avg,SMAC BB,ALG_NUMBER,0.3471274260421532,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 0,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 22,
  'MeanShift_0_bandwidth': 0.3481353703581,
})",86.66629791259766
0,hepta,naive_avg,SMAC AC,FIXED,-0.0460587990646705,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 7,
  'HDBSCAN_1_min_cluster_size': 16,
  'HDBSCAN_2_min_cluster_size': 3,
  'HDBSCAN_3_min_cluster_size': 27,
  'HDBSCAN_4_min_cluster_size': 22,
  'KMeans_0_n_clusters': 13,
  'KMeans_1_n_clusters': 20,
  'KMeans_2_n_clusters': 8,
  'KMeans_3_n_clusters': 2,
  'KMeans_4_n_clusters': 4,
  'MeanShift_0_bandwidth': 32.5058363628419,
  'MeanShift_1_bandwidth': 18.7623212280977,
  'MeanShift_2_bandwidth': 15.3528029181257,
  'MeanShift_3_bandwidth': 3.2891025716999,
  'MeanShift_4_bandwidth': 3.0063340518855,
})",98.27862858772278
1,hepta,naive_avg,SMAC AC,BINARY,0.1075801944870276,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_2_min_cluster_size': 4,
  'HDBSCAN_4_min_cluster_size': 16,
  'KMeans_0_n_clusters': 30,
  'KMeans_4_n_clusters': 16,
  'MeanShift_1_bandwidth': 1.5662904970464,
})",67.98815202713013
2,hepta,naive_avg,SMAC AC,ALG_NUMBER,0.0767999999999999,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 0,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 8,
  'HDBSCAN_1_min_cluster_size': 7,
  'HDBSCAN_2_min_cluster_size': 12,
  'HDBSCAN_3_min_cluster_size': 16,
  'MeanShift_0_bandwidth': 17.3089760768235,
})",69.17584681510925
0,hepta,naive_avg,BOHB,FIXED,-0.0206930710906521,"[('HDBSCAN', {'min_cluster_size': 11}), ('HDBSCAN', {'min_cluster_size': 6}), ('HDBSCAN', {'min_cluster_size': 1}), ('HDBSCAN', {'min_cluster_size': 19}), ('HDBSCAN', {'min_cluster_size': 21}), ('KMeans', {'n_clusters': 23}), ('KMeans', {'n_clusters': 17}), ('KMeans', {'n_clusters': 13}), ('KMeans', {'n_clusters': 24}), ('KMeans', {'n_clusters': 22}), ('MeanShift', {'bandwidth': 39.746524673229096}), ('MeanShift', {'bandwidth': 27.650264965389965}), ('MeanShift', {'bandwidth': 31.410344807517728}), ('MeanShift', {'bandwidth': 29.494494605138165}), ('MeanShift', {'bandwidth': 43.54641511489724})]",78.27581071853638
1,hepta,naive_avg,BOHB,BINARY,0.1392491452802155,"[('HDBSCAN', {'min_cluster_size': 23}), ('MeanShift', {'bandwidth': 4.395162828743447}), ('MeanShift', {'bandwidth': 33.51881575446451}), ('MeanShift', {'bandwidth': 19.71272813612866})]",51.69087266921997
